location,lon,lat,state
kelowna. bc canada,-119.4960106,49.8879519,NA
"lawrence, kansas, usa",-95.2352501,38.9716689,kansas
"burnt hills, ny",-73.8951486,42.9096911,new york:main
mansoura,31.3784704,31.0409483,NA
benito juárez,-86.8663978,21.1398997,NA
depedmla.up.dlsu.ust.hogwarts!,120.99316520000001,14.5647642,NA
"river bend elementary, rcps",-78.6555648,38.3982327,virginia:main
slauson middle school,-83.7612438,42.2798368,michigan:south
"museumpark, rotterdam",4.4718851,51.914344,NA
imagination,-87.643238,41.887153,illinois
"islip terrace, ny",-73.1881781,40.7494306,new york:long island
bayarea,-122.2913078,37.8271784,NA
"souf side, ofatlanta",-84.3844304,33.7123595,georgia
west indies ,-66.4108475,18.2345027,NA
off the grid ,-95.029015,35.978151,oklahoma
isb,-71.1335983,42.402462,massachusetts:main
"carolina, puerto rico",-65.9630925,18.3736316,NA
city of london,-0.0909852,51.5123443,NA
orlando fl,-81.3792365,28.5383355,florida
"pineville, la",-92.4343035,31.3224044,louisiana
"klerksdorp, south africa",26.6317514,-26.8598225,NA
durban south africa,31.0218404,-29.8586804,NA
cloud city,-95.3066157,32.2673426,texas
essex ,0.4856781,51.5742447,NA
philly➡️ohio,-75.1652215,39.9525839,pennsylvania
palm beach,-80.0364297,26.7056206,NA
etx,-95.3010157,32.3487443,texas
brooklyn/oakland/boston,-73.9441579,40.6781784,new york:long island
south africa/ lesotho,27.4767486,-29.3106581,NA
old trafford,-2.2913401,53.4630589,NA
"pg county, maryland",-76.8720961,38.7849211,maryland
"taylor,mi",-83.2696509,42.240872,michigan:south
traveling the wrld,-73.6474901,40.785573,new york:long island
in the dog,-93.1603629,44.454252,minnesota
rent free,-122.4166349,37.8050292,california
envyland,-79.7137954,43.7007033,NA
"ashbourne, derbyshire uk",-1.732179,53.016626,NA
siwa,25.5195451,29.2031708,NA
chicago  ,-87.6297982,41.8781136,illinois
"davenport, fl",-81.6017417,28.1614046,florida
"mochudi, botswana",26.1477598,-24.3994943,NA
nc➡oh,-79.0192997,35.7595731,north carolina:main
"krugersdorp, south africa",27.8076959,-26.0963217,NA
"methuen, ma",-71.1908924,42.7262016,massachusetts:main
"delray beach, fl ",-80.0728201,26.4614625,florida
fl w〽ter 🌴,-81.8268353,26.6760258,florida
the one and only,-90.302707,38.739621,missouri
"lakenheath, england",0.521854,52.413917,NA
"glasgow,scotland",-4.251806,55.864237,NA
in the world ,-118.44932,34.0230642,california
"richmond,va™ ✊",-77.4360481,37.5407246,virginia:main
"back of the yards, chicago",-87.6679765,41.8066775,illinois
"welkom, free state",26.7732162,-28.004565499999998,NA
tours,-95.9673855,36.1549245,oklahoma
bohemian grove,-122.9997346,38.4662479,california
"huntsville, tx",-95.5507771,30.7235263,texas
packers,-88.0600325,44.5017754,wisconsin
quarantine,-73.7885823,40.6413052,new york:long island
"gaborone,botswana",25.9231471,-24.6282079,NA
"acámbaro, guanajuato",-100.718241,20.025105,NA
angola,17.873887,-11.202692,NA
wdp,-95.6283834,39.099428,kansas
ur moms house ,-104.9795145,39.7367324,colorado
"ponte vedra beach, fl  🌊🏖",-81.3852595,30.2400058,florida
planet state farm,-97.6695203,31.0693068,texas
"texas city, tx",-94.9027002,29.383845,NA
spn✈atl,-84.4277001,33.6407282,georgia
luanda / lisboa,-9.176979,38.7041676,NA
"lawrence, massachusetts ",-71.1631137,42.7070354,massachusetts:main
entre paris et ton coeur,2.3522219,48.856614,NA
"louisville, louisville",-85.7584557,38.2526647,kentucky
"beaumont,southpark baby4️⃣",-94.1265562,30.080174,texas
around,-95.871844,36.1238685,oklahoma
houston,-95.3698028,29.7604267,texas
broward,-80.365865,26.190096,florida
the batcave,-94.5900414,39.0867011,missouri
va/dc,-77.0100811,38.9290001,district of columbia
la-riyadh ,46.6752957,24.7135517,NA
"greenville,sc",-82.3940104,34.8526176,south carolina
roaming,-76.9605531,38.9294803,maryland
out the way,-84.4596563,39.340628100000004,ohio
pluto,-90.3812004,33.0534611,mississippi
"california, punjab",-117.5401079,33.8478733,california
"omaha, neblastya",-95.9345034,41.2565369,nebraska
chicago ,-87.6297982,41.8781136,illinois
south (new) jersey,-74.437441,39.3583238,NA
"lübeck, germany",10.6865593,53.8654673,NA
"mt. zion intermediate school,",-88.87369,39.767317,illinois
red creek ny,-76.7235636,43.247289,new york:main
richardson isd,-96.7279918,32.9205249,texas
northumberland uk,-2.0784138,55.2082542,NA
cumbria,-2.7974835,54.5772323,NA
القصيم,43.483738,26.207826,NA
texas!,-99.9018131,31.9685988,texas
harrogate,-1.541812,53.99212,NA
"peebles, scotland",-3.193642,55.653071,NA
ktx,-96.8451912,32.4184021,texas
london - england,-0.1277583,51.5073509,NA
britain,-3.435973,55.378051,NA
"pirbright, england",-0.645506,51.2913179,NA
"knoxville, tn",-83.9207392,35.9606384,tennessee
"huntington, in",-85.497476,40.8831011,indiana
hyde uk.,-2.082786,53.452977,NA
"auckland, aotearoa",174.7624886,-36.8483048,NA
"ballycastle, northern ireland",-6.2532947,55.2052888,NA
"centreville, va",-77.4288769,38.8403909,virginia:main
"taytay,rizal",121.1360819,14.5585549,NA
"chaska, mn",-93.6018389,44.7893446,minnesota
"hernando, ms",-89.9937018,34.823987,mississippi
county durham,-1.8811598,54.7294099,NA
"blossburg, pa",-77.0638567,41.6795186,pennsylvania
"belleville, ontario",-77.3832315,44.1627589,NA
salo finland,23.1171797,60.3900183,NA
falkirk,-3.7839131,56.0018775,NA
lincoln elementary school,-95.3085926,36.2862825,oklahoma
vegas,-115.1398296,36.1699412,nevada
"trenton, new jersey",-74.759717,40.2205824,new jersey
"staffordshire, uk",-2.0571868,52.8792745,NA
"brock, texas",-97.9408718,32.6762432,texas
"horsham, england",-0.325858,51.062883,NA
msde,-77.079988,39.010561,maryland
"olivette, missouri",-90.3759499,38.6653297,missouri
"baldwin park, california",-117.9608978,34.0852868,california
san,-117.1933038,32.7338006,california
"dale city, va",-77.3110946,38.6370622,virginia:main
down south in mississippi,-90.0732944,32.268463,mississippi
tejas,-96.828186,32.7464879,texas
"ogden, iowa",-94.0320167,42.0395595,iowa
"white settlement, tx",-97.4590986,32.7597739,texas
"clovis, ca roots in pittsburgh",-119.7029194,36.8252277,california
kansas city ks,-94.6267873,39.1155314,kansas
"prince albert, sask",-105.7530705,53.2033494,NA
"montgomery village, md",-77.2036041,39.172728,maryland
"atlanta, ga ",-84.3879824,33.7489954,georgia
south yorkshire,-1.3259683,53.4696968,NA
"rabat, morocco",-6.8498129,33.9715904,NA
addis ababa,38.7577605,8.9806034,NA
"dixon, mo",-92.0937783,37.9917061,missouri
"san pedro garza garcía, nuevo ",-100.4017501,25.6573447,NA
"treaty 4 land - regina, saskatchewan",-104.6388209,50.4736208,NA
cavalier power,-98.380707,48.7615188,north dakota
"waller, texas",-95.9268986,30.0566085,texas
"somers point, nj",-74.6053047,39.3160641,new jersey
"richmond, bc",-123.133569,49.1665898,NA
"martinsville, va",-79.8725386,36.6915262,virginia:main
"abington, pa",-75.1195107,40.1240795,pennsylvania
"hamburg, germany ",9.9936819,53.5510846,NA
rva,-77.4360481,37.5407246,virginia:main
painesville ohio ,-81.245657,41.7244885,ohio
"cadillac, mi",-85.4011619,44.2519526,michigan:south
bariloche,-71.3102778,-41.1334722,NA
"oberursel, germany",8.5770309,50.2025478,NA
"beaufort/morehead city, nc",-76.6638186,34.7182174,NA
starbucks,-95.934774,36.750266,oklahoma
"clifton park, ny",-73.8183804,42.844668,new york:main
"madurai south, india",78.1197754,9.9252007,NA
"madurai north, india",78.122967,9.935395,NA
"augusta, georgia",-82.0105148,33.4734978,georgia
"150 s. 78th street kck, 66111",-94.7614735,39.0961534,kansas
"milwaukee, wisconsin ",-87.9064736,43.0389025,wisconsin
purcell,-97.3611394,35.0136831,oklahoma
بدر حنين,38.7915092,23.783627,NA
"minburi, bangkok, thailand",100.7352666,13.8154818,NA
"carleton, mi",-83.3907658,42.0592101,michigan:south
oklahoma state university,-97.0737222,36.1270236,oklahoma
"kerrville, tx",-99.1403189,30.0474332,texas
oberursel,8.5770309,50.2025478,NA
"decorah,ia",-91.7857092,43.3033056,iowa
"manhattan, ny ",-73.9712488,40.7830603,new york:manhattan
"georgina, ontario",-79.436232,44.296296,NA
shawnee state university,-82.9919558,38.7313489,ohio
"bronx, new york ctiy",-73.8648268,40.8447819,new york:main
"chaco, argentina",-59.0243784,-27.4257175,NA
"hopkins, mn",-93.4044187,44.9260794,minnesota
ca,-119.4179324,36.778261,california
"roger's, texas ",-97.2266632,30.9315741,texas
hickory h,-85.5682938,38.2875699,kentucky
"piano di sorrento, campania",14.4199322,40.6278396,NA
"highland village, tx",-97.0466759,33.091788,texas
"30500 curtis road, livonia mi",-83.346576,42.4203031,michigan:south
"100 briarwood rd, crystal lake",-88.3762846,42.2375828,illinois
columbia,-81.0348144,34.0007104,south carolina
"ufo capitol, roswell, nm",-104.5229602,33.3936879,new mexico
"hell, mi",-83.985,42.43472,michigan:south
davis,-121.7405167,38.5449065,california
pound town ,-87.9857209,45.0756427,wisconsin
"artesia, california",-118.0831212,33.8658484,california
path to freedom ,-122.695507,49.10421,NA
"wolverhampton, uk",-2.12882,52.586973,NA
兵庫 神戸市 灘区,135.2149877,34.738301,NA
madison square garden,-73.9934387,40.7505045,new york:manhattan
"gretna, nebraska",-96.2436842,41.1404549,nebraska
arlington va,-77.1067698,38.8799697,virginia:main
"highland-on-the-lake, ny",-78.9780925,42.7081145,new york:main
abuja-nigeria,7.398574,9.0764785,NA
 🎉🎊9felicity0avenue1🎉🎊,-122.7518191,49.0021148,NA
around the globe,-117.9906237,33.6922143,NA
go beavs,-76.3808354,39.4164216,maryland
ocean floor,-112.110555,33.480054,arizona
"southport, ct",-73.2834873,41.1367397,connecticut
"bergen, norge",5.3220544,60.3912628,NA
just chillin,-90.0912192,30.3951591,louisiana
"sussex, wisconsin",-88.2220372,43.1338972,wisconsin
"roosevelt, ny",-73.5890168,40.678713,new york:long island
"chilete, peru",-78.83968,-7.2207391,NA
lsk ,-92.672648,37.686778,missouri
"site 13, massachusettes",-71.3824374,42.4072107,massachusetts:main
wathaurong land (geelong),144.3617186,-38.1499181,NA
land,-95.7098288,37.2249066,kansas
halloween town,-118.339838,34.170582,california
kami house,-118.3389579,33.7891949,california
"bethal, south africa",29.466654,-26.4578664,NA
"querétaro arteaga, méxico",-100.3898876,20.5888184,NA
"cleveland,tx ",-95.0854885,30.34132,texas
"maricopa, az",-112.0476423,33.0581063,arizona
st.  louis,-90.1994042,38.6270025,missouri
quito,-78.4678382,-0.1806532,NA
the void,-96.827493,33.0492099,texas
"violet, la",-89.8978439,29.8957605,louisiana
home,-95.712891,37.09024,kansas
the void,-96.827493,33.0492099,texas
"union city, nj",-74.0237512,40.7795455,NA
antartica,135,-82.862752,NA
riceville iowa,-92.5540687,43.3638571,iowa
mental hospital,-95.1245172,36.6591841,oklahoma
south england,-1.1743197,52.3555177,NA
some mansion in the hills 🤟🤒,-118.4003563,34.0736204,california
psherman 42 wallaby way sydney,150.6038367,-33.7560119,NA
"dallas, tx ",-96.7969879,32.7766642,texas
"mission, british columbia",-122.3261603,49.1329272,NA
v.i.🇻🇮 to fl🍊,-81.5157535,27.6648274,florida
salt lake city utah,-111.8910474,40.7607793,utah
your local street corner,-95.7579195,39.0130151,kansas
@coccosaston,-75.4170164,39.8638574,pennsylvania
over the road,-75.7540532,45.3465737,NA
hyperbolic time chamber,-84.0214173,33.9663696,georgia
vancouver ,-123.1207375,49.2827291,NA
"atlanta,ga",-84.3879824,33.7489954,georgia
"el paso, tx - houston, tx ",-95.5425119,29.9627669,texas
"north region, singapore",103.7949187,1.4578955,NA
"kabukicho, tokyo, japan",139.7026251,35.6960834,NA
guayaquil,-79.8890662,-2.1894128,NA
"brooklyn, ny, usa",-73.9441579,40.6781784,new york:long island
where the wild things are!,-94.4520039,35.3079827,oklahoma
"dennery, saint lucia",-60.9190988,13.9267393,NA
"swannanoa, nc",-82.3998431,35.5978935,north carolina:main
"callahan, fl",-81.8306621,30.5621807,florida
nebula ln. they/them,-92.4917346,43.9707043,minnesota
venice zambia,12.3155151,45.4408474,NA
west philadel ,-75.2248702,39.9600149,pennsylvania
nippon,138.252924,36.204824,NA
"pocinhos, brasil",-36.0598184,-7.0777037,NA
earth ,-95.7243335,37.2321077,kansas
nyc baby,-73.9776081,40.7574382,new york:manhattan
sakumono - ghana,-0.0484066,5.6149107,NA
gunners,-78.560697,41.426859,pennsylvania
chernobyl,30.2218992,51.2763027,NA
neo america ,-94.752846,36.584265,oklahoma
"abuja, lungu ",7.3813681,9.081591,NA
"calwa, ca",-119.7584755,36.7105053,california
tampa fl,-82.4571776,27.950575,NA
"brooklyn,ny",-73.9441579,40.6781784,new york:long island
ohihoe,-82.907123,40.4172871,ohio
deez nutz ,-96.1155932,41.2340369,nebraska
 bayarea🤟🏾🥰❤️,-122.2913078,37.8271784,NA
new york city ,-74.0059728,40.7127753,NA
south africa,22.937506,-30.559482,NA
harare  | hangzhou 📍,31.0492259,-17.8216288,NA
in a galaxy far far away,-81.5602228,28.357063,florida
"albuquerque, nm ",-106.650422,35.0843859,new mexico
"charles town, wv",-77.8597175,39.2889903,west virginia
"san clemente, ca 🌴",-117.6126004,33.4273521,NA
cosmos,-94.6966609,44.9360731,minnesota
male,-85.7210267,38.1846996,kentucky
"hebbronville, tx",-98.6783516,27.3067057,texas
dtx,-74.0040599,40.722453,new york:manhattan
in the middle of nowhere,-71.6512871,41.5866643,rhode island
", usa",-95.712891,37.09024,kansas
htx,-95.430041,29.8093756,texas
"tipton, ca",-119.3120577,36.0593973,california
earth 2,-118.4603456,34.1530581,california
"georgia, florida, cali, dc",-82.9000751,32.1656221,georgia
places,-95.8003776,37.5281225,kansas
woodridge park,-92.9189836,44.8207246,minnesota
weight room,-97.6109259,35.546646,oklahoma
"🤟🏾aughville, indiana ,usa",-86.158068,39.768403,indiana
"heath, oh",-82.4445991,40.0228421,ohio
"woodlawn, md",-76.7280277,39.3228841,maryland
franklin,-94.7049592,37.5244779,kansas
"hillsboro, tx",-97.1300061,32.0109886,texas
on the road to zion!,-87.1817621,30.5104572,florida
209,-94.882907,47.4700591,minnesota
"san diego, ca ✈ federal way,wa",-117.1610838,32.715738,NA
the bay ,-79.3803887,43.6510327,NA
"east harlem, manhattan ",-73.9389213,40.7957399,new york:manhattan
in the wind...,-95.304936,32.302571,texas
"treviso, veneto",12.2430437,45.6668893,NA
"muar, johor",102.5848717,2.0630519,NA
in your thoughts,-84.0645257,35.8763215,tennessee
910,-94.5912631,39.1033332,missouri
cobb county,-84.564147,33.8999297,georgia
paradise,-121.6219177,39.7596061,california
ranchito taquito ,-94.685807,38.856107,kansas
"glenarden, md",-76.8596944,38.9301534,maryland
east charlotte,-80.8431267,35.2270869,north carolina:main
"jacksonville, florida",-81.655651,30.3321838,florida
"clearfield, ut",-112.0260538,41.1107771,utah
okc,-97.5164276,35.4675602,oklahoma
"weimar, united states",-96.780757500000007,29.7027251,texas
"abingdon, md",-76.2772223,39.4622357,maryland
"nashville, tn (gotham)",-86.7816016,36.1626638,tennessee
the gym,-95.887201,36.1165779,oklahoma
"porto alegre, brasil",-51.2176584,-30.0346471,NA
17,-96.2512021,37.3528818,kansas
cruces,-106.7636538,32.3199396,new mexico
busy,-97.3067485,37.6865976,kansas
21206,-76.5314817,39.3342834,maryland
southside jamaica queens,-73.7919103,40.6808594,new york:long island
"hope, nc",-78.1119345,35.9451536,north carolina:main
"greenbay, port maria, st. mary",-76.8922729,18.3653596,NA
"tampa,fl",-82.4571776,27.950575,NA
arkham asylum,-72.6122132,42.0379573,massachusetts:main
 ny,-74.0059728,40.7127753,NA
tapped n ,-95.5050759,30.0680063,texas
"middelburg, south africa",29.4639354,-25.769902,NA
fl 🛬 ga,-81.5157535,27.6648274,florida
brooklyn 🗽,-74.0445004,40.6892494,NA
nc charlotte,-80.8431267,35.2270869,north carolina:main
ppg paints arena,-79.9894796,40.439577,pennsylvania
"sintra, portugal",-9.3816589,38.8028687,NA
in ya mama,-92.2964229,30.6949877,louisiana
living in the bay area ,-122.234343,37.799566,california
grandville michigan,-85.7630885,42.9097484,michigan:south
"duval, florida",-81.6035062,30.3500511,florida
barbados,-59.543198,13.193887,NA
"oregon, cascadia",-122.4847651,44.3966665,oregon
south hayward/east oakland,-122.057189,37.634375,california
satty,-73.4223489,40.77419,new york:long island
ma ,-71.3824374,42.4072107,massachusetts:main
"columbia, sc ",-81.0348144,34.0007104,south carolina
johannesburg || pretoria ,28.0473051,-26.2041028,NA
baltimore,-76.6121893,39.2903848,maryland
earth,-95.7243335,37.2321077,kansas
"kyiv, ukraine ",30.5234,50.4501,NA
weslaco tx ,-97.9908366,26.1595194,texas
ارض الحيوان ,46.696126,24.758983,NA
"detroit, mi 🌹",-83.0457538,42.331427,NA
"üt: 41.6975802,-71.1530123",-97.7340567,30.2849185,texas
plk,-84.3736869,39.2044438,ohio
"belgië, melsele",4.2822314,51.2224882,NA
"dunedin city, new zealand",170.4910567,-45.8667783,NA
"duncanville, tx",-96.9083366,32.6518004,texas
 dudley dy5 1,-2.1241961,52.4727822,NA
"vaud, suisse",6.536765,46.5613135,NA
empty space,-119.037906,35.364031,california
pacific nw,-122.6550063,45.5292273,oregon
oak lawn,-87.7479528,41.719978,illinois
"johannesburg, southy",27.9951862,-26.2738662,NA
staten island ,-74.1502007,40.5795317,NA
colorado/vegas,-104.7006907,38.7995524,colorado
midrand ,28.1262927,-25.9991795,NA
"latvia, madona",26.2255149,56.854995,NA
kauh - 10th floor,35.994147,32.5015538,NA
"krakow, poland",19.9449799,50.0646501,NA
underworld,-95.3850393,29.7448339,texas
west side atl 🚀 ,-84.4169484,33.7886281,georgia
"cedar hill, tx",-96.9561152,32.5884689,texas
"taupo, new zealand",176.0703924,-38.6842958,NA
+254 nairobi.,36.9120766,-1.3642442,NA
"peshawar, pakistan",71.5249154,34.0151366,NA
"delft, the netherlands",4.3570677,52.0115769,NA
"belle glade, fl",-80.6675577,26.6845104,florida
the roc,-94.7391015,32.4917094,texas
hazel crest school district ,-87.6648554,41.5813474,illinois
"atlanta, ga",-84.3879824,33.7489954,georgia
"rochester, ny ",-77.6088465,43.1565779,new york:main
arizona - usa,-111.0937311,34.0489281,arizona
"dover, delaware  st.paul, mn",-75.5243682,39.158168,delaware
"guangzhou, china ",113.264385,23.12911,NA
"gurnee, il ",-87.9020186,42.3702996,illinois
"hopewell junction, ny",-73.8087442,41.5839823,new york:main
4403 lancaster pk wilmington ,-75.6034863,39.758579,delaware
"marietta,  georgia",-84.5499327,33.952602,georgia
"redlands, ca",-117.1825381,34.0555693,california
east boston,-71.0388601,42.3702137,NA
"merrill, wi",-89.683459,45.1805223,wisconsin
"snohomish, washington",-122.0981847,47.9128756,washington:main
"schleswig-holstein, alemania",9.6961167,54.2193672,NA
china guangzhou,113.264385,23.12911,NA
southern/central california ,-118.0810857,33.8701274,california
lesotho,28.233608,-29.609988,NA
"3414 168th st se, bothell, wa ",-122.188467,47.8444467,washington:main
"las palmas de gran canaria, es",-15.4653897,28.1008837,NA
colorado/france,5.4990887,43.9199108,NA
toronto / dallas / fort lauderdale,-97.0403352,32.8998091,texas
"castleford, england",-1.345968,53.723466,NA
"jamaica, vermont",-72.7784296,43.1003556,vermont
world wilde web,-83.8317023,34.1131504,georgia
nku,-84.4645836,39.0319664,kentucky
"santa rosa, california, usa",-122.7140548,38.440429,california
"waterbury, connecticut",-73.0514965,41.5581525,connecticut
france,2.213749,46.227638,NA
"waynesville, nc",-82.9887477,35.4887145,north carolina:main
b-town,-122.4660415,48.7432785,NA
"skagabyggð, iceland",-20.278889,65.906944,NA
"seattle, wa | us epa region 10",-122.3320121,47.6090949,NA
"burlington, vt ",-73.212072,44.4758825,vermont
san diego,-117.1610838,32.715738,NA
altoona .pa,-78.3947359,40.5186809,pennsylvania
"orange county,ca.",-117.8311428,33.7174708,california
"new holland, pa",-76.085227,40.1017643,pennsylvania
"dabwali, india",74.7043392,29.9701485,NA
"colorado springs, colorado",-104.8213634,38.8338816,colorado
"mentone, ca",-117.1344806,34.070013,california
glasgow and the world,-4.231743,55.834784,NA
"youngsville, nc",-78.4744439,36.0248732,north carolina:main
galt elementary school district,-121.3312882,38.2720269,california
"hawaii, california, nevada",-117.5695245,34.1018205,california
"buffalo,ny",-78.8783689,42.8864468,new york:main
"happy valley, pa",-77.8600012,40.7933949,pennsylvania
northeast,-94.6863782,37.5884461,kansas
"washington, dc | casco bay, me",-70.2486844,43.6570326,NA
"livingston, scotland",-3.518068,55.900708,NA
ゴッサムシティ,143.2027083,42.9141353,NA
north idaho,-117.0018462,46.4152745,idaho
"scarborough, maine usa",-70.3344921,43.5901974,maine
"burnaby, bc",-122.9805104,49.2488091,NA
"bohemia, ny",-73.1151117,40.7692649,new york:long island
"essex, md",-76.474962,39.3092743,maryland
trinity nc,-79.9908729,35.894581,north carolina:main
south sacramento,-121.4267004,38.4767403,california
"pahrump, nv",-115.9839147,36.2082943,nevada
"hamilton city, ca",-122.0135914,39.7426598,california
"river grove, illinois",-87.8358943,41.9258642,illinois
limerick,-8.6267343,52.6638367,NA
singpapore and new zealand,103.8478163,1.2858056,NA
"meridian, ms",-88.703656,32.3643098,mississippi
"merksplas, belgië",4.8635474,51.3581903,NA
"oregon, oh",-83.4868768,41.6436603,ohio
sauganash elementary school,-87.7463637,41.9912865,illinois
"mount healthy, oh",-84.5457778,39.2336687,ohio
o'fallon missouri,-90.6998477,38.8106075,missouri
wabanaki lands (aka maine usa),-69.4454689,45.253783,maine
"port st lucie, fl",-80.3582261,27.2730492,florida
"laytonsville, md",-77.1427587,39.2120504,maryland
west hills,-119.8238254,36.2923855,california
microbiologia. h. alicante,-0.4906855,38.3459963,NA
السعودية ,45.079162,23.885942,NA
"soddy-daisy, tn",-85.1907904,35.2359025,tennessee
"argao, cebu",123.5504076,9.9325808,NA
"schwenksville, pa",-75.4637876,40.256213,pennsylvania
carats,-96.9566216,32.9119619,texas
"bogotá, colombia.",-74.072092,4.7109886,NA
"los angeles,ca",-118.2436849,34.0522342,california
thailand ,100.992541,15.870032,NA
"yogyakarta, indonesia ",110.3694896,-7.7955798,NA
centro américa ,-85.6023643,12.7690126,NA
connecticut woods,-72.9559299,41.7327664,connecticut
"dedham, ma",-71.1676536,42.2436085,massachusetts:main
phx ): ,-112.0077881,33.4372686,arizona
"alpine, nj",-73.9312478,40.9559316,new jersey
kansas state university,-96.5847249,39.1974437,kansas
"youngstown, ny",-79.0500466,43.2472768,NA
"baxter springs, kansas",-94.7355042,37.0236759,kansas
the bay area ,-122.2913078,37.8271784,NA
"ilford, london",0.076251,51.556619,NA
taif - riyadh,46.5162653,24.6242695,NA
al madinah al munawwarah,39.5691841,24.5246542,NA
410,-94.1574552,36.0689461,arkansas
الرياض، القصيم,43.9845478,26.3737066,NA
العلا,37.929482,26.6031391,NA
"الدمام, المملكة العربية السعود",50.088794300000004,26.4206828,NA
"dammam, kingdom of saudi arabia",50.088794300000004,26.4206828,NA
"الدوادمي, المملكة العربية السع",44.4181786,24.5167005,NA
"mamaroneck, ny",-73.7326309,40.9487097,new york:main
"mayaguez, pr",-67.1451549,18.2013452,NA
bmore,-76.6121893,39.2903848,maryland
291 winderemere blvd amherstny,-78.8178237,42.9652387,new york:main
"काठमाडौ, नेपाल",85.3239605,27.7172453,NA
"steubenville, oh",-80.6339638,40.3697905,ohio
funky at heart ,-80.0845318,26.3467962,florida
"soria, españa",-2.4790306,41.7665972,NA
"utrecht, the netherlands",5.1214201,52.0907374,NA
"andalucía, españa",-4.7277528,37.5442706,NA
nz,174.885971,-40.900557,NA
"national district, dominican r",-69.9312117,18.4860575,NA
"los alisos middle school, ca",-118.0865369,33.8961742,california
gateway to the adirondacks,-73.6834761,43.2342785,new york:main
saarbrücken,6.9969327,49.2401572,NA
"south glens falls, ny",-73.6351168,43.2992389,new york:main
"gta, canada",-79.1999949,44.0383744,NA
"gilbert, ia",-93.6496628,42.1069288,iowa
guess,-96.8193656,32.9292101,texas
 costa mesa,-117.9047429,33.6638439,california
 ga,-82.9000751,32.1656221,georgia
"guangzhou, prc",113.264385,23.12911,NA
new mexico ,-105.8700901,34.5199402,new mexico
"goodlettsville, tn",-86.7133302,36.3231066,tennessee
valley village,-118.3841777,34.1633045,california
"cuernavaca, morelos",-99.2215659,18.9242095,NA
"sterling heights, michigan",-83.0302033,42.5803122,michigan:south
"annapolis, md",-76.4921829,38.9784453,NA
"lima,peru",-77.042754,-12.0463731,NA
"cianjur, jawa barat indonesia",107.1957203,-7.3579773,NA
"frorida, usa",-81.5157535,27.6648274,florida
ottawa - canada,-75.6971931,45.4215296,NA
big island of hawaii,-155.6658568,19.5429151,NA
"midtown, manhattan",-73.9840195,40.7549309,new york:manhattan
"mexia, tx",-96.482203,31.6798895,texas
"derry, ireland",-7.3085748,54.9966124,NA
"arlington, tx ",-97.1080656,32.735687,texas
"siliguri, india",88.3952861,26.7271012,NA
"currituck, nc",-75.946324,36.4189826,NA
"cochabamba, bolivia",-66.1653224,-17.4139766,NA
대한민국,127.766922,35.907757,NA
australasia,145.491477,-29.5328037,NA
"honolulu, hi",-157.8583333,21.3069444,NA
"los angeles, ca",-118.2436849,34.0522342,california
northern ky / cincinnati oh,-84.6630165,39.0532746,kentucky
"deutschland, eu ",13.3804173,52.5167836,NA
"castillejos, zambales",120.1935663,14.9438211,NA
the universe,-95.9915346,36.1568902,oklahoma
"dededo, guam",144.851121,13.5452512,NA
maple place ,-74.0084884,40.3185433,new jersey
chicago sanfran nyc la bos sea,-87.6297982,41.8781136,illinois
"irati, brasil",-50.6509459,-25.4700302,NA
global (uk head quarters),-0.0902267,51.517948,NA
"alleman, iowa ",-93.611607,41.8199875,iowa
"minneapolis, mn, usa",-93.2650108,44.977753,minnesota
"merton, england",-0.2108084,51.4097742,NA
"l'aquila, abruzzo",13.3995091,42.3498479,NA
new mexico usa,-105.8700901,34.5199402,new mexico
" ontario, canada",-85.323214,51.253775,NA
nu'niversity fine-art dept.,-95.2507475,38.9579558,kansas
"isla vista, ca",-119.8609718,34.4133292,NA
"thomasville, nc",-80.0819879,35.8826369,north carolina:main
"bedminster, pa",-75.1778853,40.4216221,pennsylvania
16,-94.5544654,37.0755625,missouri
"boston/mattapan, ma",-71.0913748,42.2771417,massachusetts:main
"new castle, co",-107.5364443,39.5727585,colorado
三重 桑名市 多度町,136.6174491,35.1399628,NA
المملكة العربية السعودية جدة,39.1925048,21.485811000000002,NA
"saint charles, mo",-90.4974359,38.7881062,missouri
"petersburg, va",-77.4019267,37.2279279,virginia:main
"dickinson, nd",-102.7896242,46.8791756,north dakota
lavalette wv,-82.4468201,38.3228619,west virginia
"austin(ish), texas",-97.7634019,30.2287935,texas
"ardrossan, scotland",-4.81182,55.643889,NA
hope world,-117.1263834,32.8215195,california
"rolling meadows, illinois",-88.0131275,42.0841936,illinois
岡山⇒大阪 ,133.9177335,34.6661212,NA
"ontario, ca ",-117.6508876,34.0633443,california
burlington ct,-72.9648388,41.7691235,connecticut
"purwokerto utara, jawa tengah",109.2385498,-7.3989999,NA
washington dc metro ,-77.0280918,38.8983281,district of columbia
"us - sebastian, florida",-80.4706078,27.816415,florida
"hall county, georgia",-83.804868,34.30778,georgia
lua,-73.9895743,40.7388596,new york:manhattan
"kentucky, by way of ohio",-84.4974482,39.094664,kentucky
the visitor.,-94.4242345,39.0927766,missouri
s/h 16,-98.9069305,30.231502,texas
guelph on canada ,-80.2481666,43.5448048,NA
"seattle, wa 98119",-122.3674079,47.6384586,NA
oakland middle school,-92.3062817,38.98453,missouri
mcps,-77.2405153,39.1547426,maryland
